date,quarter,title,pros,cons,category
12-Feb-17,5,Former Leader,Great TechnologySmart PeopleFair CompensationHighly diversified so many paths to grow (if not prevented from withing the business),Morale difficult to maintain due to consistent yoy head count reductions and overworked employees.resources decline while expectations increase.There are some very good leaders but the adversarial culture just pulls them into the Honeywell way.,
13-Feb-17,5,DE III,Not much to say beside location,Under payed and overworked with no benefits and lots of cuts,
14-Feb-17,5,Communications Specialist,Big corporation with good benefits,The company culture could be improved.,
14-Feb-17,5,A Good Place for Gaining Experience Working for a Large Company,World-class training. Flexible work schedule.,Upper management changes every 2 to 3 years causing a lack of focus and consistency in the workplace.Company runs too lean to be effective.Working in the Fortune 100 can be challenging.,
14-Feb-17,5,Honeywell Engineer I Review,Good benefits. Direct management is good.,Promotions rare. Old buildings and environment.,
14-Feb-17,5,3 years,Good smart people to work with.,Money is tight so benefits are being systematically taken away.,
15-Feb-17,5,mismangement,"I have no pros, period","worked with employees that had been with the Co. thru multiple ownership, ( most had been employed 30+ years and watched the poiicy and management style change multiple times) who hated their jobs and couldn't wait to retire. Honeywell took over what was Allied signal, previously Garret Air Research and muck it up then sent a portion of it to Mexico when it became popular for big corps to do so back in 2008. Suddenly the Campus building APU's found itself with no new blood and ancient work force run be tribal knowledge. What a mess",
15-Feb-17,5,No engineering,Super nice friendly coworkersNice facility,"1. This place is not for a creative engineering or technical work but manufacturing.2. Responsibility is to execute what is told, no need to think.3. Development means a process development, mostly dealing with documents.4. poor benefits; employee's portion keeps increasing.5. lack of promotion and recognition. good luck if you want to get inspired.6. no clear career pathIf you just need a simple technical job with a technical background, this is the best place.If you look for a real engineering work, go to somewhere else.",
16-Feb-17,5,Program Manager,Great place to work today,Can be challenging at times,
16-Feb-17,5,Sr. Systems Engineer,Pay is pretty good and job can be interesting.,Company is horrible. They keep cutting benefits and expect people to work longer hours,
17-Feb-17,5,Nice company with benefits.,The benefits are good to include flexible work schedule. Most of the supervisor do a good job tending to employees concerns.,If you are a subcontractor say bye bye to most of the Benefits. As a subcontractor Contributing to a 401K would be a good Benefit to have.,
17-Feb-17,5,Sales,"High energy, fast paced, exciting place to work",Demanding with a fair amount of travel,
18-Feb-17,5,Production Supervisor,"401k match, ""unlimited"" vacation, salary, good 6S/Lean understanding and learning opportunity,","Poor work/life balance, recently changed several positions for non-exempt to exempt with a poor salary bump to compensate. Very slow to hire and fill holes, jobs will stay empty for several months placing additional workload on other employees",
19-Feb-17,5,Squeeze Play,"Still a few good people left from before HON was purchased by Allied Signal who actually have a heart and care about co-workers. That said, they are retiring at a fast clip.","Little to no organic growth; that said profits increase year after year by cost cutting, primarily through employees through layoffs, furloughs, no raises, benefit cuts and not replacing those who leave. The approach appears to be to 'cut their way to greatness'.",
